축제ID	축제명	개최장소	축제시작일자	축제종료일자	축제내용	홈페이지주소	소재지도로명주소	소재지지번주소	위도	경도
70	2024 지금여기 금정 관광후기 이벤트	금정구 일대	2024-02-01	2024-11-30	금정을 여행하는 누구나 나만의 금정 관광후기를 공유하고 타인의 관광후기를 공유 받을 수 있음	홈페이지 정보 없음	부산광역시 금정구 중앙대로 1777	주소 X	35.2420498	129.0924585
714	크리스마스 구남로 거리공연	구남로 문화거리	2024-12-01	2024-12-01	크리스마스 버스킹 공연	홈페이지 정보 없음	부산광역시 해운대구 중동2로 11	부산광역시 해운대구 중동 1378-95	35.16313992	129.1635303
735	제11회 해운대 빛축제	구남로+해운대해수욕장+등	2024-12-01	2024-12-01	빛시설물 전시+체험프로그램 등	홈페이지 정보 없음	부산광역시 해운대구 중동2로 11	부산광역시 해운대구 중동 1378-95	35.16313992	129.1635303
736	제37회 해운대북극곰축제	해운대해수욕장 일원	2024-12-01	2024-12-01	북극곰 수영대회+체험프로그램+무대공연 등	홈페이지 정보 없음	부산광역시 해운대구 중동2로 11	부산광역시 해운대구 중동 1378-95	35.16313992	129.1635303
1215	광주비엔날레	광주비엔날레전시관+양림동+무각사+광주광역시 일원	2024-09-07	2024-12-01	현대미술 전시+파빌리온전시+국제학술행사+마당시민체험	https://www.gwangjubiennale.org/gb/index.do	광주광역시 북구 비엔날레로 111	광주광역시 북구 용봉동 1022-3	35.18309828	126.8892087
23	(가칭)오산 산타 마켓	오산역광장+원동구도심상가	2024-11-23	2024-12-25	마켓운영+경관조명	https://www.osan.go.kr/main.do	경기도 오산시 원동로37번길 37-1	경기도 오산시 원동 794	37.145359	127.070236
211	2024 김포 평화누리길 걷기 행사	평화누리길(김포 구간)	2024-01-01	2024-12-31	걷기 프로그램+부대행사 등	홈페이지 정보 없음	주소 X	경기도 김포시 대곶면 대명리 551-19	37.64048159	126.5409612
998	거제대구수산물축제	장목면 외포항 일원	2024-12-01	2024-12-31	무대공연+대구직거래 장터+대구 떡국 나누기+맨손활어잡기+수산물 홍보 판촉전 등	홈페이지 정보 없음	주소 X	경상남도 거제시 장목면 외포리 57-46	34.94091241	128.7192123
999	거제도국제펭귄수영축제	덕포해수욕장	2024-12-01	2024-12-31	펭귄수영+맨손 광어잡이 등	홈페이지 정보 없음	주소 X	경상남도 거제시 덕포동 364-4	34.91173654	128.7108483
1000	거제송년불꽃축제	장승포항 수변공원	2024-12-31	2024-12-31	식전공연+개회식+불꽃연출+식후공연+부대행사 등	홈페이지 정보 없음	경상남도 거제시 장승로 146-12	경상남도 거제시 장승포동 685-3	34.86687999	128.7260471
1192	청년거리문화한마당	여수시 일원	2024-04-01	2024-12-31	거리공연+프리마켓 등	홈페이지 정보 없음	전라남도 여수시 시청로 1	전라남도 여수시 학동 100	34.76014841	127.661568
72	2025 간절곶 해맞이 행사	울주군 서생면 간절곶 일원	2024-12-31	2025-01-01	새해 해맞이 행사(송년행사+신년행사+새해떡국나눔+셔틀버스 운행 등)	http://www.ucf.or.kr	울산광역시 울주군 서생면 간절곶1길 39-2	울산광역시 울주군 서생면 대송리 28-1	35.35897306	129.3602963
814	천을산 해맞이	천을산 정상	2025-01-01	2025-01-01	"신년메세지, 해오름 퍼포먼스 등"	https://www.suseong.kr	주소 X	대구광역시 수성구 가천동 산11-3	35.85169239	128.6950183
737	2025 카운트다운&해맞이 축제	해운대해수욕장 일원	2024-12-31	2025-01-01	카운트다운 행사+해맞이 행사+부대 프로그램 등	홈페이지 정보 없음	부산광역시 해운대구 중동2로 11	부산광역시 해운대구 중동 1378-95	35.16313992	129.1635303
1090	부산시민의종 타종식	용두산공원	2024-12-31	2025-01-01	시민의종 타종+문화공연	http://www.bfo.or.kr/main/index.asp	부산광역시 중구 용두산길 37-55(광복동2가)	부산광역시 중구 동광동2가 17-6	35.10093242	129.0324385
1276	여수향일암일출제	돌산읍 임포마을 일원	2024-12-31	2025-01-01	재야의종타종식+일출기원제례+소망행사	홈페이지 정보 없음	전라남도 여수시 향일암로 60 종무소	전라남도 여수시 돌산읍 율림리 산7	34.59379448	127.8029861
440	2024 아시테지 국제겨울축제	대학로	2025-01-08	2025-01-15	아시테지 국제아동극 겨울축제	http://assitejkorea.org/	"서울특별시 종로구 동숭길 114, 2층"	서울특별시 종로구 동숭동 28	37.5831662	127.0038384
509	거창크리스마스트리문화축제	거창군청 일원	2024-12-06	2025-01-31	트리문화축제 공연 등	https://www.gcctf.co.kr/	경상남도 거창군 거창읍 중앙로 103	경상남도 거창군 거창읍 중앙로 103	35.6866668	127.909539
