"MARKETID","MARKETNAME","MARKETTYPE","ROADADDRESS","JIBUNADDRESS","OPENINGPERIOD","LATITUDE","LONGITUDE","PUBLICTOILET","PARKINGAVAILABILITY"
476,"무장전통시장","5일장","전라북도 고창군 무장면 왕제산로 725","전라북도 고창군 무장면 무장리 85-1","5일+10일",35.41442839,126.560604,"Y","Y"
477,"무주시장","상설장+5일장","전라북도 무주군 무주읍 장터로 2","전라북도 무주군 무주읍 읍내리 1152","매일+6일",36.00465521,127.6534743,"Y","Y"
478,"무풍시장(대덕산장터)","5일장","전라북도 무주군 무풍면 현내로 213","전라북도 무주군 무풍면 현내리 259-5","3일+8일",35.96945323,127.8487939,"Y","Y"
479,"무학시장","상설장","충청북도 충주시 무학1길 19","충청북도 충주시 봉방동 8-6","매일",36.97459835,127.9272631,"Y","Y"
480,"묵호시장","상설장","강원특별자치도 동해시 일출로 59-1","강원특별자치도 동해시묵호동 15-61","매일",37.55235883,129.114195,"Y","Y"
481,"묵호항 자연산 수산물 판매장","상설장","강원특별자치도 동해시 일출로 15-128","강원특별자치도 동해시 묵호진동 15-128번지 외 4필지","매일",37.5520617,129.1162072,"Y","N"
482,"문경전통시장","5일장","경상북도 문경시 문경읍 문희로 41-15","경상북도 문경시 문경읍 하리 88-2","2일+7일",36.7355833,128.1074789,"Y","Y"
483,"문경중앙시장","상설장","경상북도 문경시 중앙시장길32-10","경상북도 문경시 흥덕동 794-1","매일",36.60138925,128.2041632,"Y","Y"
484,"문막전통시장","5일장","강원특별자치도 원주시 문막읍 문막시장1길 52-10","강원특별자치도 원주시 문막읍 문막리 240-1","3일+8일",37.30603623,127.8153591,"Y","Y"
485,"문산시장","5일장","경상남도 진주시 문산읍 소문길 68","경상남도 진주시 문산읍 소문리 112-6","4일+9일",35.17046506,128.1691574,"Y","Y"
486,"문산자유시장","상설장","경기도 파주시 문산읍 문향로 57","경기도 파주시 문산읍 문산리 10-23","매일",37.8569889,126.7841888,"Y","Y"
487,"문산자유시장","상설장","경기도 파주시 문산읍 문향로 57","경기도 파주시 문산읍 문산리 10-23","매일",37.85672748,126.7839421,"Y","Y"
488,"미금현대벤처빌","상설장","경기도 성남시 분당구 돌마로90번길 8","경기도 성남시 분당구 구미동 26-1","매일",37.3492844,127.1117738,"Y","Y"
489,"미나리광시장","상설장","경기도 수원시 팔달구 수원천로 266-4 지동","경기도 수원시 팔달구 지동 400-12","매일",37.27727659,127.0196391,"Y","Y"
490,"미래그린시장","상설장","경기도 성남시 분당구 불정로386번길 10 서현동 효자촌미래타운아파트","경기도 성남시 분당구 서현동 307","매일",37.37341644,127.1380364,"Y","Y"
491,"미래타운 제2종합시장","상설장","경기도 성남시 분당구 불정로376번길 31","경기도 성남시 분당구 서현동 311","매일",37.37225503,127.1388711,"Y","Y"
492,"민락골목시장","상설장","부산광역시 수영구 광안해변로 277번길39","부산광역시 수영구 민락동 231-40","매일",35.15760964,129.1236523,"Y","Y"
493,"민락씨랜드시장","상설장","부산광역시 수영구 광안해변로 299","부산광역시 수영구 민락동 181-228","매일",35.15697403,129.1263963,"Y","Y"
494,"민락어패류시장","상설장","부산광역시 수영구 광안해변로 278","부산광역시 수영구 민락동 181-8","매일",35.1556955,129.1243511,"Y","Y"
495,"민락회타운시장","상설장","부산광역시 수영구 광남로 158","부산광역시 수영구 민락동 184-84","매일",35.15516031,129.1186411,"Y","Y"
496,"밀양아리랑시장","5일장","경상남도 밀양시 상설시장1길11","경상남도 밀양시 내일동 583-1","2일+7일",35.49305872,128.7525543,"Y","Y"
497,"박달재전통시장","상설장+5일장","충청북도 제천시 백운면 평동로 4-8","충청북도 제천시 백운면지번주소 평동리 220-2","매일+6일",37.13820858,128.0225682,"Y","Y"
498,"반구시장","상설장","울산광역시 중구 반구정14길 13 반구동","울산광역시 중구 반구동 453-39","매일",35.55806103,129.3442422,"Y","Y"
499,"반구시장","상설장","울산광역시 중구 반구정14길 13(반구동)","울산광역시 중구 반구동 448-9","매일",35.55838627,129.3434196,"Y","Y"
500,"반송골목시장","상설장","부산광역시 해운대구 아랫반송로 39번길 18-1","부산광역시 해운대구 반송동 250-371","매일",35.22428809,129.1503333,"Y","Y"
501,"반송시장","상설장","경상남도 창원시 성산구 윈이대로 473번길 20-11","경상남도 창원시 성산구 반림동 17-13","매일",35.23513386,128.6710497,"Y","Y"
502,"반송시장","상설장","부산광역시 해운대구 아랫반송로21번길 41","부산광역시 해운대구 반송1동 709-12","매일",35.22647416,129.1480499574,"Y","Y"
503,"반송큰시장(반송2동)","상설장","부산광역시 해운대구 윗반송로51번길 86","부산광역시 해운대구 반송2동 40-762","매일",35.23111739,129.1562096,"Y","Y"
504,"반야월목련시장","상설장","대구광역시 동구 반야월로30길 61-1","대구광역시 동구 신기동 271-2","매일",35.86998236,128.7046611,"Y","N"
505,"반야월종합시장","상설장+5일장","대구광역시 동구 율하동로 143","대구광역시 동구 신기동 174-1","매일+6일",35.87240606,128.7024484,"Y","Y"
506,"반여2동상가시장","상설장","부산광역시 해운대구 해운대로61번길 95-83","부산광역시 해운대구 반여2동 1291-1425","매일",35.1960262,129.1290477,"Y","N"
507,"반여3동골목시장","상설장","부산광역시 해운대구 재반로256번길 8","부산광역시 해운대구 반여3동 1607-2","매일",35.19993941,129.1320531,"Y","N"
508,"반여시장","상설장","부산광역시 해운대구 재반로226번길 48","부산광역시 해운대구 반여2동 1291 918","매일",35.1977028,129.1334271,"Y","N"
509,"발안만세시장","상설장","화성시 향남읍 평2길 7 일원","화성시 향남읍 평리 81-51 일원","상설 및 0,5일장",37.13141607,126.9094648,"N","Y"
510,"발안만세시장","5일장","경기도 화성시 향남읍 평2길 7","경기도 화성시 향남읍 평리 81-51","5일+10일",37.13146319,126.9094607,"Y","Y"
511,"밤고개자연시장","5일장","충청북도 청주시 청원구 공항로 58번길 14","충청북도 청주시 청원구 내덕동 396-7","2일+7일",36.66241517,127.4886458,"Y","Y"
512,"방산종합시장","상설장","서울특별시 중구 동호로37길 20 주교동","서울특별시 중구 주교동 19-1 방산종합시장","매일",37.56872417,127.0008056,"Y","Y"
513,"방신전통시장","상설장","서울특별시 강서구 방화동로16길32","서울특별시 강서구 방화동 579-1","매일",37.57150834,126.812647,"Y","Y"
514,"방이시장","상설장","서울특별시 송파구 가락로 243","서울특별시 송파구 방이동 137-8","매일",37.50995241,127.1178662,"Y","Y"
515,"방천시장","상설장","대구광역시 중구 달구벌대로450길16-3","대구광역시 중구 대봉동 4-9","매일",35.861143,128.6072105,"Y","Y"
516,"방촌시장","상설장","대구광역시 동구 동촌로46길 2","대구광역시 동구 방촌동 1067-2","매일",35.88130152,128.6644272,"Y","Y"
517,"방학동도깨비시장","상설장","서울특별시 도봉구 도당로13가길 17","서울특별시 도봉구 방학동 633-15","매일",37.665941905,127.0362056222,"N","Y"
518,"방학동도깨비시장","상설장","서울특별시 도봉구 도당로 13가길 17 2층","서울특별시 도봉구 방학동 633-15","매일",37.66594127,127.0362062,"Y","Y"
519,"배둔시장","5일장","경상남도 고성군 희화면 배둔로31번길 5","경상남도 고성군 회화면 배둔리 826-2","4일+9일",35.05742987,128.3688699,"Y","Y"
520,"백련시장","상설장","서울특별시 서대문구 가재울로6길 53-87 남가좌동 백련시장아파트","서울특별시 서대문구 남가좌동 345-4","매일",37.57700143,126.923101,"Y","Y"
521,"백운시장","상설장","서울특별시 도봉구 삼양로154길 42","서울특별시 도봉구 쌍문동 495-9","매일",37.655638,127.0156252877,"N","N"
522,"백운시장","상설장","서울특별시 도봉구 삼양로154길 30","서울특별시 도봉구 쌍문동 495-80","매일",37.65549577,127.0148849,"N","N"
523,"번개시장","상설장","대구광역시 중구 태평로 177-3","대구광역시 중구 태평로1가 1-152","매일",35.87508929,128.5981311,"Y","Y"
524,"벌교 5일시장","5일장","전라남도 보성군 벌교읍 시장1길 10","전라남도 보성군 벌교읍 회정리 663-23","4일+9일",34.84493765,127.3450787,"Y","Y"
525,"벌교매일시장","상설장","전라남도 보성군 벌교읍 시장2길 10-41","전라남도 보성군 벌교읍 벌교리 887-22","매일",34.84301489,127.3459933,"Y","Y"
526,"범일골목시장","상설장","부산광역시 동구 범곡북로28","부산광역시 동구 범일동 1486","매일",35.14182512,129.0530191,"Y","N"
527,"범한프라자시장","상설장","경기도 성남시 분당구 불정로376번길 37 서현동","경기도 성남시 분당구 서현동 312-3","매일",37.3716295,127.1394444,"Y","Y"
528,"법동시장","상설장","대전광역시 대덕구 계족로 608번길 23 법동","대전광역시 대덕구 법동 200-7","매일",36.36622464,127.4315733,"Y","Y"
529,"벨포스트(에리어식스)","상설장","서울특별시 중구 마장로 19 신당동","서울특별시 중구 신당동 776","매일",37.56814161,127.011974,"Y","Y"
530,"벽진시장","5일장","경상북도 성주군 벽진면 수촌1길 8","경상북도 성주군 벽진면 수촌리 810-1","3일,+8일",35.94876617,128.216546,"Y","N"
531,"병영5일시장","5일장","전라남도 강진군 병영면 남삼인길 6","전라남도 강진군 병영면 삼인리 318","3일+8일",34.7138022,126.815555,"Y","Y"
532,"병영시장","상설장","울산광역시 중구 병영로14","울산광역시 중구 남외동 257-1 병영시장","매일",35.57055945,129.3462928,"Y","Y"
533,"병영시장","상설장","울산광역시 중구 병영로 14(남외동)","울산광역시 중구 남외동 257-1","매일",35.5705654,129.3462928,"Y","N"
534,"병천시장","상설장+5일장","충청남도 천안시 동남구 병천면 아우내장터1길 46","충청남도 천안시 동남구 병천면 병천리 163-2","매일+6일",36.76242249,127.298161,"Y","Y"
535,"보광시장","상설장","서울특별시 용산구 보광로 30","서울특별시 용산구 보광동 260-8 보광시장상가 주","매일",37.52719632,127.0002892,"Y","Y"
536,"보령동부시장","상설장","충청남도 보령시 구상가길 14-5","충청남도 보령시 대천동 618-64","매일",36.34936363,126.5970000393,"Y","Y"
537,"보령웅천전통시장","5일장","충청남도 보령시 웅천읍 장터4길 24","충청남도 보령시 웅천읍 대창리 432-1","2일+7일",36.23299004,126.6012675,"Y","Y"
538,"보령중앙시장","5일장","충청남도 보령시 대천동 중앙시장1길 2","충청남도 보령시 대천동 331-7","3일+8일",36.35108759,126.5932002,"Y","Y"
539,"보령한내시장","5일장","충청남도 보령시 정화로길 13","충청남도 보령시 대천동 197-1","3일+8일",36.34962615,126.5958262,"Y","Y"
540,"보성매일시장","상설장","전라남도 보성군 보성읍 신흥길 9","전라남도 보성군 보성읍 보성리 895-14","매일",34.76817999,127.0806187,"Y","Y"
541,"보성시장","상설장","제주특별자치도 제주시 동광로 1길 32","제주특별자치도 제주시 이도1동 1289-52","매일",33.50330767,126.5279393,"Y","Y"
542,"보성은하상가","상설장","대구광역시 달서구 월곡로 320","대구광역시 달서구 상인1동42","매일",35.82358281,128.5342978,"Y","Y"
543,"보성화성상가","상설장","대구광역시 달서구 이곡동 계대동문로 99","대구광역시 달서구 이곡동 1191번지 보성화성상가","매일",35.85566367,128.5041213,"Y","Y"
544,"보수종합시장","상설장","부산광역시 중구 보수대로 94","부산광역시 중구 보수동3가 46-1","매일",35.10421143,129.0218075,"Y","Y"
545,"보은전통시장","상설장+5일장","충청북도 보은군 삼산로 17- 1","충청북도 보은군 삼산리 139-20","매일+6일",36.48430017,127.7201148,"Y","Y"
546,"복내5일시장","5일장","전라남도 보성군 송재로 1838-12","전라남도 보성군 복내면 복내리 152-14","4일+9일",34.89370035,127.1331411,"Y","Y"
547,"복대가경시장","상설장","충청북도 청주시 흥덕구 복대로 146번길 42","충청북도 청주시 흥덕구 복대동 1116","매일",36.62951788,127.4432633,"Y","Y"
548,"복이있는 덕포시장","상설장","부산광역시 사상구 사상로293번길12","부산광역시 사상구 덕포동 421-13","매일",35.17128103,128.9822553,"Y","N"
549,"복흥시장","5일장","전라북도 순창군 복흥면 정산2길 6","전라북도 순창군 복흥면 정산리 282-1","3일+8일",35.43184326,126.9327555,"Y","Y"
550,"봉계공설시장","5일장","울산광역시 울주군 두동면 계명3길 9","울산광역시 울주군 두동면 봉계리 525","4일+9일",35.71338182,129.1991738,"Y","Y"
551,"봉계시장","상설장+5일장","울산광역시 울주군 두동면 계명3길 9","울산광역시 울주군 두동면 봉계리 525","매일+5일",35.7133828,129.1991746,"Y","Y"
552,"봉곡시장","상설장","경상남도 창원시 의창구 봉곡로111번길 16","경상남도 창원시 의창구 봉곡동145-1","매일",35.24696954,128.6719711,"Y","Y"
553,"봉곡프라자상가","상설장","경상남도 창원시 의창구 창이대로205번길 5","경상남도 창원시 의창구 봉곡동61-10","매일",35.24543957,128.6595184,"Y","Y"
554,"봉덕시장","상설장","대구광역시 남구 대봉로 17길5-3","대구광역시 남구 봉덕동 961-39","매일",35.84571081,128.6036912,"Y","Y"
555,"봉덕신시장","상설장","대구광역시 남구 봉덕로 115","대구광역시 남구 대구 남구 봉덕동 955-8","매일",35.84513894,128.6033943,"Y","Y"
556,"봉동시장","5일장","전라북도 완주군 봉동읍 봉동동서로 134-5","전라북도 완주군 봉동읍 장기리 217-13","5일+10일",35.93872172,127.1670715,"Y","Y"
557,"봉산시장","상설장","전라남도 여수시 봉산1로 12","전라남도 여수시 봉산동 274-4","매일",34.73215573,127.7224122,"Y","Y"
558,"봉선시장","상설장","광주광역시 남구 봉선중앙로91번길 7 봉선동","광주광역시 남구 봉선동 997-1","매일",35.12905105,126.9100024,"Y","Y"
559,"봉양","5일장","경상북도 의성군 봉양면 도리원 6길 4","경상북도 의성군 봉양면 화전리 95-4","4일+9일",36.29956469,128.5814145,"Y","N"
560,"봉양시장","5일장","경상북도 의성군 봉양면 도리원6길 9-1","경상북도 의성군 봉양면 화전리 94-5","4일+9일",36.2992611,128.5815925,"Y","Y"
561,"봉일시장","상설장","서울특별시 관악구 은천로 28","서울특별시 관악구 봉천동 951-25","매일",37.48592467,126.9383804,"Y","Y"
562,"봉일천 전통시장","5일장","경기도 파주시 조리읍 봉천로 33-1","경기도 파주시 조리읍 봉일천리 168-4","2일+7일",37.74353082,126.8078476,"Y","Y"
563,"봉일천시장","상설장","경기도 파주시 조리읍 봉천로 37-13","경기도 파주시 봉일천리 166-19","매일",37.7432033,126.8072915,"N","Y"
564,"봉천제일종합시장","상설장","서울특별시 관악구 청룡2길 29","서울특별시 관악구 청룡동 921-1","매일",37.48124954,126.9444156,"Y","Y"
565,"봉천중앙시장","상설장","서울특별시 관악구 관악로 211","서울특별시 관악구 봉천동 32-2","매일",37.48419585,126.9543274,"Y","Y"
566,"봉천현대시장","상설장","서울특별시 관악구 양녕로 49","서울특별시 관악구 봉천동 503-2","매일",37.48643059,126.946515,"Y","Y"
567,"봉평전통시장","5일장","강원특별자치도 평창군 봉평면 허생원장터길15","강원특별자치도 평창군 봉평면 창동리 397-34","2일+7일",37.61559178,128.3772803,"Y","Y"
568,"봉화상설시장","5일장","경상북도 봉화군 봉화읍 신시장1길 4","경상북도 봉화군 봉화읍 내성리 394-1","2일+7일",36.89013645,128.7355094,"Y","Y"
569,"봉화춘양시장","5일장","경상북도 봉화군 춘양면 의양로 60","경상북도 봉화군 춘양면 의양리 357-29","4일+9일",36.93636899,128.913044,"Y","Y"
570,"봉황중심상가시장","상설장","경상북도 경주시 원효로 89","경상북도 경주시 노동동 230","매일",35.84221759,129.2106605,"Y","Y"
571,"부강전통시장","5일장","세종특별자치시 부강면 부강5길 18","세종특별자치시 부강면 부강리 475-1","5일+10일",36.52850118,127.3688825,"Y","Y"
572,"부곡도깨비시장","상설장","경기도 의왕시 부곡시장길 18","경기도 의왕시삼동 192-554","매일",37.31946613,126.9507058,"Y","Y"
573,"부곡상가시장","상설장","부산광역시 금정구 부곡로107","부산광역시 금정구 부곡동 304-1","매일",35.22548538,129.0915165,"Y","N"
574,"부곡시장","상설장","경상북도 김천시 부곡시장2길 16","경상북도 김천시 부곡동 409-1번지 일원","매일",36.12583274,128.1042234,"Y","Y"
575,"부남시장","5일장","경상북도 청송군 부남면 대전로142","경상북도 청송군 부남면 대전리 64-16","3일+8일",36.34650613,129.0644424,"Y","Y"
576,"부림상시장","상설장","경상남도 창원시 마산합포구 동서서4길 2-15","경상남도 창원시 마산합포구 부림동 83-24","매일",35.2057733,128.5724461,"Y","Y"
577,"부사전통시장","상설장","대전광역시 중구 대종로316번길 16","대전광역시 중구 부사동 148-6","매일",36.31414143,127.4353735,"Y","Y"
578,"부산 남문시장","상설장","부산광역시 동구 범일로65번길 8","부산광역시 동구 범일동 290-3","매일",35.13592461,129.058687,"Y","Y"
579,"부산 산업용품상협동조합","상설장","부산광역시 사상구 괘감로 37","부산광역시 사상구 괘법동 578","매일",35.15975522,128.9804344,"Y","Y"
580,"부산 새벽시장","상설장","부산광역시 사상구 새벽로 141","부산광역시 사상구 감전동 143-16","매일",35.15414273,128.9824317,"Y","Y"
581,"부산 자갈밭시장","상설장","부산광역시 중구 남포동 자갈치해안로 52","부산광역시 중구 남포동4가 37-1","매일",35.09661378,129.0305837,"Y","Y"
582,"부산광역시 건축자재판매협동조합","상설장","부산광역시 사상구 강변대로 570","부산광역시 사상구 엄궁동 642","매일",35.13287325,128.9653822,"N","Y"
583,"부산광역시 철강판매 협동조합","상설장","부산광역시 사상구 강변대로 532 17-26","부산광역시 사상구 엄궁동 643-4","매일",35.13320427,128.9666033,"N","N"
584,"부산데파트","상설장","부산광역시 중구 중앙대로 1","부산광역시 중구 중앙동7가 20-1","매일",35.09830526,129.0367023,"Y","Y"
585,"부산산업용재유통상가","상설장","부산광역시 사상구 새벽로 131","부산광역시 사상구 감전동 152-2","매일",35.15327872,128.9810797,"Y","Y"
586,"부산자유시장","상설장","부산광역시 동구 조방로 48","부산광역시 동구 범일동 830-24","매일",35.14097365,129.0610402,"Y","Y"
587,"부산전자 종합시장","상설장","부산광역시 부산진구 부전로 196","부산광역시 부산진구 부전동 27-1","매일",35.16375165,129.0624353,"Y","Y"
588,"부산진시장","상설장","부산광역시 동구 진시장로 24","부산광역시 동구 범일동 290- 1","매일",35.13642339,129.0588362,"Y","Y"
589,"부산평화시장","상설장","부산광역시 부산진구 자유평화로 7","부산광역시 부산진구 범천1동 839-52","매일",35.14169728,129.0606748,"Y","Y"
590,"부안상선시장","상설장","전라북도 부안군 부안읍 부풍로 47","전라북도 부안군 부안읍 21","매일",35.72711546,126.7329623,"Y","Y"
591,"부안줄포시장","상설장+5일장","전라북도 부안군 줄포면 부안로 865","전라북도 부안군 줄포면 줄포리 728-3","매일+6일",35.58760094,126.676855,"Y","Y"
592,"부여새시장","5일장","충청남도 부여군 부여읍 부여로 12","충청남도 부여군 부여읍 구아리 395-7","5일+10일",36.28099071,126.9096484,"N","N"
593,"부여시장","5일장","충청남도 부여군 부여읍 성왕로173번길 12","충청남도 부여군 부여읍 구아리 432","5일+10일",36.28149441,126.9075581,"Y","Y"
594,"부여중앙시장","상설장","충청남도 부여군 부여읍 중앙로13번길 14-3","충청남도 부여군 부여읍 구아리 164-1","매일",36.28191921,126.9121888,"Y","Y"
595,"부전 인삼시장","상설장","부산광역시 부산진구 중앙대로573-26","부산광역시 부산진구 부전동 573-26","매일",35.16323429,129.0609058,"Y","Y"
596,"부전가상골목시장","상설장","부산광역시 부산진구 중앙대로 775-21번길","부산광역시 부산진구 부전동 341-70","매일",35.16220022,129.0612385,"Y","N"
597,"부전농수산물 새벽시장","상설장","부산광역시 부산진구 부전로 156","부산광역시 부산진구 부전동 347-1","매일",35.16225251,129.0583022,"Y","N"
598,"부전상가","상설장","부산광역시 부산진구 중앙대로 755번길 21","부산광역시 부산진구 부전동 265-25","매일",35.16034559,129.0595513,"Y","Y"
233,"남양시장","상설장","화성시 남양시장로 61 일원","화성시 남양읍 남양리 1165-25 일원","상설 및 1,6일장",37.20953077,126.8172094,"Y","Y"
234,"남양주 장현전통시장","5일장","경기도 남양주시 진접읍 장현로 77의100","경기도 남양주시 장현리 380-15","2일+7일",37.71761594,127.1808911,"Y","N"
235,"남원공설시장","5일장","전라북도 남원시 의총로 51","전라북도 남원시 금동 262-1","4일+9일",35.40461666,127.3758683,"Y","Y"
236,"남원용남시장","상설장","전라북도 남원시 동헌길10","전라북도 남원시 하정동 138","매일",35.40710501,127.3767656,"Y","Y"
237,"남원인월시장","5일장","전라북도 남원시 인월면 인월로 65-3","전라북도 남원시 인월면 인월리 252-1","3일+8일",35.46153231,127.6020919,"Y","Y"
238,"남정시장","5일장","경상북도 영덕군 남정면 진불1길 31-3","경상북도 영덕군 남정면 장사리365","2일+7일",36.28554802,129.3728808,"Y","Y"
239,"남지시장","5일장","경상남도 창녕군 남지읍 본동길4","경상남도 창녕군 남지읍 남지리 531","2일+7일",35.38911636,128.4824933,"Y","Y"
240,"남창옹기종기시장","5일장","울산광역시 울주군 온양읍 남창장터길 24","울산광역시 울주군 온양읍 남창리 146 남창옹기종기시장","3일+8일",35.41668686,129.2827813,"Y","Y"
241,"남창옹기종기시장","상설장+5일장","울산광역시 울주군 온양읍 남창장터길 24","울산광역시 울주군 온양읍 남창리 146","매일+5일",35.41669017,129.2827773,"Y","Y"
242,"남천해변시장","상설장","부산광역시 수영구 광안해변로15번길 77","부산광역시 수영구 남천동556","매일",35.13915613,129.1090408,"Y","Y"
243,"남평화시장","상설장","서울특별시 중구 장충단로 282-10 신당동","서울특별시 중구 신당동 772 남평화시장","매일",37.5691712,127.010836,"Y","Y"
244,"남포건어물도매시장","상설장","부산광역시 중구 용미길10번길1","부산광역시 중구 남포동1가 62-1","매일",35.09683833,129.0347275,"Y","Y"
245,"남한시장(주)수유중앙시장","상설장","서울특별시 강북로 노해로 17길 21","서울특별시 강북로 수유동 32-2","매일",37.64033675,127.0211763,"Y","Y"
246,"남항시장","상설장","부산광역시 영도구 절영로 49번길 73-5","부산광역시 영도구 영선동2가 64-6","매일",35.08890761,129.0422626,"Y","Y"
247,"남해전통시장","5일장","경상남도 남해군 남해읍 화전로110","경상남도 남해군 남해읍 북변리 246-1","2일+7일",34.84014684,127.8944844,"Y","Y"
248,"내성시장","5일장","경상북도 봉화군 봉화읍 내성로5길13군민행복센터3층","경상북도 봉화군 봉화읍 내성리 192-1","2일+7일",36.88898151,128.7394689,"Y","Y"
249,"내수전통시장","5일장","충청북도 청주시 청원구 내수읍 내수로 726","충청북도 청주시 청원구 내수읍 마산리 169-6","5일+10일",36.72626729,127.5360081,"Y","Y"
250,"내일전통시장","5일장","경상남도 밀양시 상설시장3길 18-6","경상남도 밀양시 내일동 174-9","2일+7일",35.4933363,128.753309,"Y","Y"
251,"내토전통시장","상설장","충청북도 제천시 용두천로 11길 5","충청북도 제천시 중앙로1가 34-1","매일",37.13735446,128.2124103,"Y","Y"
252,"노룬산 시장","상설장","서울특별시 광진구 뚝섬로 491 노룬산시장","서울특별시 광진구 자양동 44-2","매일",37.5364854,127.0648775,"Y","Y"
253,"노룬산골목시장","상설장","서울특별시 광진구 뚝섬로25길 6","서울특별시 광진구 자양동 553-60","매일",37.53636441,127.0653406,"Y","Y"
254,"노화전통시장","5일장","전라남도 완도군 노화읍 이목길 62","전라남도 완도군 노화읍 이포리 678-13","2일+7일",34.17756009,126.5732134,"Y","Y"
255,"녹동전통시장","상설장","전라남도 고흥군 도양읍 녹동시장길 39","전라남도 고흥군 도양읍 봉암리 2699-45","상설",34.5279549171,127.1374082329,"Y","Y"
256,"녹동전통시장","5일장","전라남도 고흥군 도양읍 녹동남촌1길 24","전라남도 고흥군 도양읍 봉암리 2699-70","3일+8일",34.52787725,127.1383371,"Y","Y"
257,"녹차골보성향토시장","5일장","전라남도 보성군 보성읍 현충로 42-1","전라남도 보성군 보성읍 원봉리 2-1","2일+7일",34.76564893,127.0772318,"Y","Y"
258,"논공시장","상설장","대구광역시 달성군 논공읍 금포시장길 4","대구광역시 달성군 논공읍 금포리 1805-1","정기",35.774035,128.4216852,"Y","Y"
259,"논공중앙시장","상설장","대구광역시 달성군 논공읍 용호로2길 12","대구광역시 달성군 논공읍 북리 824-33","매일",35.72838744,128.446519,"Y","N"
260,"논동인정시장","상설장","서울특별시 동작구 매봉로 177","서울특별시 동작구 본동 187-1","매일",37.51223042,126.9518967,"N","N"
261,"논산화지중앙시장","상설장","충청남도 논산시 대화로 78","충청남도 논산시 대교동 70-6","매일",36.20858808,127.085011,"Y","Y"
262,"농공중앙시장","상설장","대구광역시 달성군 논공읍 용호로2길 12","대구광역시 달성군 논공읍 북리 824-26","매일",35.72838683,128.4465912,"Y","Y"
263,"능곡전통시장","5일장","경기도 고양시 덕양구 능곡로 12의 9","경기도 고양시 덕양구 토당동 347","2일+7일",37.62135086,126.8207792,"Y","Y"
264,"능동로 골목시장","상설장","서울특별시 광진구 뚝섬로 30길 23","서울특별시 광진구 자양동 553-219","매일",37.53514507,127.0666557,"Y","N"
265,"다대씨파크","상설장","부산광역시 사하구 다대동로 20","부산광역시 사하구 다대동 680-2","매일",35.05514907,128.9719733,"Y","Y"
266,"다시5일시장","5일장","전라남도 나주시 다시로 168-72","전라남도 나주시 다시면 동곡리 39-46","3일+8일",35.01574488,126.6356572,"Y","Y"
267,"다인","5일장","경상북도 의성군 다인면 다인장길 21-4","경상북도 의성군 다인면 서릉리 167-1","2일+7일",36.45035579,128.3557412,"Y","N"
268,"단계시장","5일장","경상남도 신등면 신차로 500-3","경상남도 산청군 신동면 단계리 784","4일+9일",35.37711924,128.011143,"Y","Y"
269,"단대전통시장","상설장","경기도 성남시 중원구 광명로289","경기도 성남시 중원구 금광동 10","매일",37.44434033,127.1583278,"Y","Y"
270,"단성시장","5일장","경상남도 산청군 단성면 목화로 968번길 17","경상남도 산천군 단성면 성내리 178","5일+10일",35.29792258,127.9580609,"Y","Y"
271,"단양구경시장","상설장+5일장","충청북도 단양군 단양읍 도전5길 31","충청북도 단양군 단양읍 도전리 615","매일+6일",36.98249125,128.3699808,"Y","Y"
272,"단촌","5일장","경상북도 의성군 단촌면 장터길 15","경상북도 의성군 단촌면 하화리 1097-9","5일+10일",36.422545,128.673903,"Y","N"
273,"달서송림시장","상설장","대구광역시 달서구 구마로 176","대구광역시 달서구 본동 225-1","매일",35.83686121,128.5470721,"Y","Y"
274,"달서시장 상인회","상설장","대구광역시 달서구 당산로 27 35","대구광역시 달서구 본리동 145-2 -5번지","매일",35.83984838,128.5442676,"Y","Y"
275,"답십리 시장","상설장","서울특별시 동대문구 답신리로51길 4-1","서울특별시 동대문구 답십리2동 66-17","매일",37.57316302,127.0586903,"Y","N"
276,"답십리건축자재시장","상설장","서울특별시 동대문구 고미술로 49","서울특별시 동대문구 답십리동 483번지 일대","매일",37.56745985,127.0534875,"N","N"
277,"답십리현대시장","상설장","서울특별시 동대문구 전농로 4길 38","서울특별시 동대문구 답십리동 967-5","매일",37.5667821,127.0586488,"Y","Y"
278,"당감 골목시장","상설장","부산광역시 부산진구 당감로 16번길 22","부산광역시 부산진구 당감동 262-61","매일",35.16328299,129.0408703,"Y","N"
279,"당감새시장","상설장","부산광역시 부산진구 백양대로 60번길 64","부산광역시 부산진구 당감동 292-118","매일",35.16506067,129.0421399,"Y","N"
280,"당리시장","상설장","부산광역시 사하구 제석로62번길 16","부산광역시 사하구 당리동 143-1","매일",35.10546653,128.9753522,"Y","Y"
281,"당진전통시장","5일장","충청남도 당진시 당진시장길 100","충청남도 당진시 읍내동 145-13","5일+10일",36.88993079,126.6296071,"Y","Y"
282,"대곡시장","상설장+5일장","경상남도 진주시 대곡면 진의로 1079번길 6","경상남도 진주시 대곡면 광석리 321","매일+6일",35.26370062,128.1685559,"Y","N"
283,"대곡시장","상설장","대구광역시 달서구 도원로24","대구광역시 달서구 도원동 1432","매일",35.80758305,128.5354588,"Y","Y"
284,"대구 상원시장","상설장","대구광역시 달서구 상인로9","대구광역시 달서구 상인동 1582-4","매일",35.80902715,128.5512851,"Y","Y"
