"MARKETID","MARKETNAME","MARKETTYPE","ROADADDRESS","JIBUNADDRESS","OPENINGPERIOD","LATITUDE","LONGITUDE","PUBLICTOILET","PARKINGAVAILABILITY"
707,"서문시장 명품프라자","상설장","대구광역시 중구 큰장로 28길 27","대구광역시 중구 대신동 115-112","매일",35.86990817,128.5809042,"Y","Y"
708,"서문시장1지구상인회","상설장","대구광역시 중구 큰장로28길10 1층","대구광역시 중구 대신동 115-379 1층","매일",35.86939386,128.5798314,"Y","Y"
709,"서문시장1지구포목시장(2층)","상설장","대구광역시 중구 큰장로28길10 2층","대구광역시 중구 대신동 115-379 2층","매일",35.86939386,128.5798314,"Y","Y"
710,"서문시장2지구종합상가","상설장","대구광역시 중구 큰장로26길25","대구광역시 중구 대신동 2105","매일",35.86881467,128.5795313,"Y","Y"
711,"서문시장4지구","상설장","대구광역시 중구 달성로 18","대구광역시 중구 동산동 562","매일",35.86673048,128.5827232,"Y","Y"
712,"서문시장5지구","상설장","대구광역시 중구 큰장로26길 6","대구광역시 중구 대신동115-400","매일",35.868085,128.5784635,"Y","Y"
713,"서문시장건해산물상가","상설장","대구광역시 중구 큰장로 26안길5","대구광역시 중구 대신동 265-5","매일",35.8681429,128.5794878,"Y","Y"
714,"서문시장아진상가","상설장","대구광역시 중구 큰장로 28길39","대구광역시 중구 큰장로 대신동 115-381","매일",35.86994908,128.5815824,"Y","Y"
715,"서부공설시장","상설장","강원특별자치도 영월군 영월읍 서부시장길 8-1","강원특별자치도 영월군 영월읍 하송리 5-10","매일",37.18292424,128.4663131,"Y","Y"
716,"서부시장","상설장+5일장","충청남도 태안군 태안읍 시장2길 32-7","충청남도 태안군 태안읍 남문리 164","매일",36.752927,126.2968099,"Y","N"
717,"서부시장","상설장","전라북도 전주시 완산구 효동 2길 14-8","전라북도 전주시 완산구 효자동1가 201-63","매일",35.8052372,127.1266628,"Y","Y"
718,"서부시장","상설장","대구광역시 서구 달서로 26길 7-2","대구광역시 서구 비산동 434-13","매일",35.87330956,128.5720469,"Y","Y"
719,"서부아침시장","상설장","강원특별자치도 영월군 중앙로 30-1","강원특별자치도 영월군 영월읍 영흥리 947-57","매일",37.18331946,128.4667527,"Y","Y"
720,"서산동부전통시장","상설장","충청남도 서산시 시장5로 15","충청남도 서산시 동문동 900-3","매일",36.78182487,126.4564473,"Y","Y"
721,"서시장 주변시장","5일장","전라남도 여수시 서교2길 2-7","전라남도 여수시 서교동 534-20","4일+9일",34.74094766,127.7285604,"Y","Y"
722,"서시장주변시장","상설장","전라남도 여수시 중앙로 3-4","전라남도 여수시 서교동 534-23","매일",34.74083202,127.728382,"Y","Y"
723,"서울남대문시장","상설장","서울특별시 중구 남대문시장4길 21 일대","서울특별시 중구 남창동 49-1 일대","매일",37.55918636,126.9776537,"Y","N"
724,"서울약령시장","상설장","서울특별시 동대문구 약령중앙로26","서울특별시 동대문구 제기동 1082","매일",37.58060041,127.0375866,"Y","Y"
725,"서울중앙시장","상설장","서울특별시 중구 퇴계로 85길 36 일대","서울특별시 중구 황학동 442 일대","매일",37.56738265,127.0197632,"Y","N"
726,"서원시장","상설장","부산광역시 동래구 충렬대로359번길 55","부산광역시 동래구 안락1동425-51","매일",35.20038828,129.0990191,"Y","Y"
727,"서정리시장","5일장","경기도 평택시 서정역로 37","경기도 평택시 서정동 328-35","2일+7일",37.05742105,127.0555086,"Y","Y"
728,"서창시장","5일장","경상남도 양산시 서창서2길 5","경상남도 양산시 삼호동 524","4일+9일",35.41628296,129.1720148,"Y","Y"
729,"서천특화시장","5일장","충청남도 서천군 서천읍 충절로 42","충청남도 서천군 서천읍 군사리 686-1","2일+7일",36.07502119,126.6868202,"Y","Y"
730,"서포시장","5일장","경상남도 사천시 자구로 473","경상남도 사천시 서포면 구평리 644-3","4일+9일",35.00686674,127.9779068,"Y","Y"
731,"서호전통시장","상설장","경상남도 통영시 새터길 58-9","경상남도 통영시 서호동 163-42","매일",34.84146179,128.4201162,"Y","Y"
732,"석계시장","5일장","경상남도 양산시 상북면 삼계4길 2","경상남도 양산시 상북면 석계리 34-9","4일+9일",35.41957336,129.0639378,"Y","Y"
733,"석곡전통시장","5일장","전라남도 곡성군 석곡면 석곡로 70","전라남도 곡성군 석곡면 석곡리 80-2","5일+10일",35.13294446,127.2540939,"Y","Y"
734,"석수시장","상설장","경기도 안양시 만안구 석천로 171번길 20","경기도 안양시 만안구 석수동 287","매일",37.4128602,126.9079976,"Y","Y"
735,"석전시장","상설장","경상남도 창원시 마산회원구 석전동 6길 32","경상남도 창원시 마산회원구 석전동 257-1","매일",35.23041122,128.5749057,"Y","Y"
736,"석촌시장","상설장","서울특별시 송파구 송파대로 37길 52 지층","서울특별시 송파구 석촌동 274-8 지층","매일",37.50017287,127.1065252,"Y","Y"
737,"선비골 전통시장","상설장","경상북도 영주시 중앙로 83번길40","경상북도 영주시 영주동 373-5","매일",36.82424293,128.6231913,"Y","Y"
738,"선산봉황시장","5일장","경상북도 구미시 선산읍 단계동길 24","경상북도 구미시 선산읍 완전리 253","2일+7일",36.23951857,128.300921,"Y","Y"
739,"선우시장","상설장","울산광역시 중구 곽남14길 37(남외동)","울산광역시 중구 남외동 385-3","매일",35.57119003,129.3421097,"Y","N"
740,"선우시장","상설장","울산광역시 중구 곽남14길 37","울산광역시 중구 남외동 385-3 선우시장 선화아파트","매일",35.57119003,129.3421097,"Y","Y"
741,"설악눈메골시장","상설장","경기도 가평군 설악면 신천중앙로 104-1","경기도 가평군 설악면 신천리 413-14","매일",37.6773832,127.4921808,"Y","Y"
742,"설천시장","5일장","전라북도 무주군 설천면 삼도봉로 11","전라북도 무주군 설천면 소천리 904-29","2일+7일",36.00990457,127.788019,"Y","Y"
743,"성곡종합시장","상설장","부산광역시 부산진구 새싹로 207-6","부산광역시 부산진구 초읍동271-6","매일",35.17476161,129.0480782,"Y","N"
744,"성남남한산성시장","상설장","경기도 성남시 중원구 산성대로518번길 7","경기도 성남시 중원구 은행동 1565 1","매일",37.45695509,127.1644337,"N","N"
745,"성남중앙시장","상설장","경기도 성남시 수정구 수정로 109","경기도 성남시 수정구 태평동 3681","매일",37.44139765,127.132117,"Y","N"
746,"성남프라자","상설장","울산광역시 중구 중앙3길 6","울산광역시 중구 성남동 190-239 성남프라자","매일",35.55451635,129.3175499507,"Y","Y"
747,"성남프라자","상설장","울산광역시 중구 중앙3길6(성남동)","울산광역시 중구 성남동 190-239","매일",35.5545103,129.3175359,"Y","Y"
748,"성내전통시장","상설장","서울특별시 강동구 천호대로162길 61","서울특별시 강동구 성내동 144-12","매일",37.53416804,127.1278893,"N","Y"
749,"성당시장","상설장","대구광역시 남구 성당로 196","대구광역시 남구 대명동 3023-23","매일",35.85016855,128.5729695,"Y","Y"
750,"성대전통시장","상설장","서울특별시 동작구 국사봉1길 41","서울특별시 동작구 상도동 324-68","매일",37.49921775,126.9308567,"Y","Y"
751,"성대종합시장","상설장","서울특별시 동작구상도로102","서울특별시 동작구 상도동 324-1 성대시장","매일",37.4999427,126.9317763,"Y","Y"
752,"성북시장","상설장","부산광역시 동구 성북로 56","부산광역시 동구 범일4동 1430-53","매일",35.13873344,129.0487528,"Y","Y"
753,"성서용산시장","상설장","대구광역시 달서구 성지로 66-1","대구광역시 달서구 용산동 421-1","매일",35.85513785,128.5213741,"N","Y"
754,"성서중심시장","상설장","충청북도 충주시 성서8길 21","충청북도 충주시 성서동 178","매일",36.97133715,127.9323954,"Y","Y"
755,"성원3차종합상가","상설장","경상남도 창원시 성산구 대암로80","경상남도 창원시 성산구 대방동 355","매일",35.21499999,128.7052999,"Y","Y"
756,"성원그랜드쇼핑","상설장","경상남도 창원시 성산구 동산로 124","경상남도 창원시 성산구 상남동 45-1","매일",35.21937354,128.6915928,"Y","Y"
757,"성정시장","상설장","충청남도 천안시 서북구 양지21길 31","충청남도 천안시 서북구 성정동 736-7 양지21길 31","매일",36.81266572,127.1392116,"Y","Y"
758,"성주시장","상설장","경상북도 성주군 성주읍 시장길 43-1","경상북도 성주군 성주읍 경산리 718, 718-357, 718-358","매일",35.91502532,128.285479,"Y","Y"
759,"성주전통시장","5일장","경상북도 성주군 성주읍 시장길43","경상북도 성주군 성주읍 경산리 718-63","2일+7일",35.91446617,128.2851061,"Y","Y"
760,"성환이화시장","상설장+5일장","충청남도 천안시 서북구 성환읍 성환중앙로 50","충청남도 천안시 서북구 성환읍 성환리 449-1111","매일+6일",36.91810627,127.1309131,"Y","Y"
761,"세아프라자상가 전통시장","상설장","경기도 동두천시 큰시장로 64","경기도 동두천시 큰시장로 64","매일",37.9007191,127.0505963,"Y","Y"
762,"세종대평시장","5일장","세종특별자치시 금남면 대평시장1길 17-2","세종특별자치시 금남면 용포리 205-42","2일+7일",36.46726733,127.2820588,"Y","Y"
763,"세종전통시장","5일장","세종특별자치시 조치원읍 조치원8길 42","세종특별자치시 조치원읍 정리 19-1","4일+9일",36.59978935,127.3006116,"Y","Y"
764,"세지5일시장","5일장","x","전라남도 나주시 세지면 오봉리 246-3","2일+7일",34.92020003,126.7475101,"Y","N"
765,"세화오일시장","5일장","제주특별자치도 제주시 구좌읍 해맞이해안로 1412","제주특별자치도 제주시 구좌읍 세화리 1500-5","5일+10일",33.52618605,126.857297,"Y","Y"
766,"세흥시장","상설장","부산광역시 수영구 남천바다로 16","부산광역시 수영구 남천동 26-5","매일",35.14940673,129.1123157,"Y","N"
767,"소계시장","상설장","경상남도 창원시 의창구 소계로 83-6","경상남도 창원시 의창구 소계동83-6","매일",35.25675876,128.5989657,"Y","N"
768,"소계옛길시장","상설장","경상남도 창원시 의창구 소계로 99-4","경상남도 창원시 의창구 소계동 723-15","매일",35.25791345,128.5982669,"Y","N"
769,"소답시장","5일장","경상남도 창원시 의창구 의안로49번길 31-7","경상남도 창원시 의창구 북동 246 6","2일+7일",35.2657462,128.6207603,"Y","Y"
770,"소래포구전통어시장","상설장","인천광역시 남동구 장도로 86-17","인천광역시 남동구 논현동 111-168","매일",37.39819474,126.739394,"Y","Y"
771,"소사종합시장","상설장","경기도 부천시 호현로474번길 13-2","경기도 부천시 소사본동 78-12","매일",37.47966315,126.7939541,"Y","Y"
772,"속초종합중앙시장","상설장","강원도 속초시 중앙로147번길 16 (중앙동)","강원도 속초시 중앙동 471-4","매일",38.20452183,128.5901534,"Y","Y"
773,"속초중앙전통시장","상설장","강원도 속초시 수복로 191 (금호동)","강원도 속초시 금호동 488-408","매일",38.20475131,128.5873483,"Y","Y"
774,"속초중앙전통시장","상설장","강원특별자치도 속초시 중앙시장로 6길 4","강원특별자치도 속초시 중앙동 493-51","매일",38.20540373,128.5893551,"Y","Y"
775,"송강전통시장","상설장","대전광역시 유성구 구즉로 74-7","대전광역시 유성구 송강동 49-10","매일",36.43519975,127.3866081,"Y","Y"
776,"송경시장","상설장","대구광역시 달서구 앞산순환로49길 73","대구광역시 달서구 송현1동 1941-3","매일",35.82709695,128.5516336,"Y","N"
777,"송남시장","상설장","부산광역시 서구 충무대로 34 암남동","부산광역시 서구 암남동 346-2","매일",35.0785099973,129.0168309,"Y","Y"
778,"송라시장","상설장","대구광역시 동구 동부로5길 10","대구광역시 동구 신천동 537-13","매일",35.87448539,128.6153112,"Y","Y"
779,"송림공구상가","상설장","인천광역시 동구 봉수대로 98","인천광역시 동구 송림동 296","매일",37.4835908,126.6622109,"Y","Y"
780,"송백시장","5일장","경상남도 밀양시 산내면 산내로 346-1","경상남도 밀양시 산내면 송백리 1319-13","5일+10일",35.58629962,128.8817019,"Y","Y"
781,"송정5일시장","5일장","광주광역시 광산구 광산로30번길 65","광주광역시 광산구 송정동 884-1","3일+8일",35.13707956,126.7969059,"Y","Y"
1107,"원통시장","5일장","강원특별자치도 인제군 북면 원통로 178번길 7-1","강원특별자치도 인제군 북면 원통리 647-40","2일+7일",38.12258112,128.2046174,"Y","Y"
1108,"원평시장","5일장","전라북도 김제시 금산면 원평6길 39-10","전라북도 김제시 금산면 원평리 91번지","4일+9일",35.71406357,126.9947325,"Y","Y"
1109,"월곡시장","상설장","광주광역시 광산구 월곡 사암로 300","광주광역시 광산구 월곡동 687-3","매일",35.17129717,126.8096478,"Y","Y"
1110,"월드밸리","상설장","부산광역시 중구 대청로 60","부산광역시 중구 부평동2가 2","매일",35.10280429,129.0263584,"Y","Y"
1111,"월드프라자 전통시장","상설장","경기도 안산시 상록구 본삼로 60","경기도 안산시 상록구 본오동 872","매일",37.30055499,126.8664493,"Y","Y"
1112,"월배시장","상설장","대구광역시 달서구 월배로24길 13","대구광역시 달서구 진천동 241-3","매일",35.81407427,128.5273978,"Y","Y"
1113,"월봉시장","상설장","울산광역시 동구 화정6길 16(화정동)","울산광역시 동구 화정동 640-18","매일",35.4949852,129.4248536,"Y","Y"
1114,"월봉시장","상설장","울산광역시 동구 진성14길 94 전하동","울산광역시 동구 화정동 647-2","매일",35.49479387,129.4240557,"Y","N"
1115,"월성청구시장","상설장","대구광역시 달서구 학산로 17","x","매일",35.82753061,128.5311036,"Y","Y"
1116,"월야시장","5일장","전라남도 함평군 월야면 밀재로 1504-5","전라남도 함평군 월야면 월야리 713-43","5일+10일",35.17926967,126.6267791,"Y","Y"
1117,"월영대시장","상설장","경상남도 창원시 마산합포구 월영남1길 13","경상남도 창원시 마산합포구 해운동14-15","매일",35.17927496,128.5577604,"Y","N"
1118,"웰컴시티","상설장","x","울산광역시 중구 성남동 219-119","매일",35.55328453,129.3197923,"Y","Y"
1119,"유)문경시 중앙시장","상설장","경상북도 문경시 중앙로 87","경상북도 문경시 점촌동 197-14","매일",36.59353645,128.1973425,"Y","Y"
1120,"유구전통시장","5일장","충청남도 공주시 유구읍 시장길 28","충청남도 공주시 유구읍 석남리 276-5","3일+8일",36.55270237,126.9518559,"Y","Y"
1121,"유신종합상가","상설장","경상남도 창원시 성산구 신촌로 21","경상남도 창원시 성산구 신촌동 15-6","매일",35.20756147,128.6267807,"Y","Y"
1122,"유진상가","상설장","서울특별시 서대문구 홍은동 통일로 484","서울특별시 서대문구 홍은동 48-84","매일",37.5916068,126.9429418,"Y","Y"
1123,"유천전통시장","상설장","대전광역시 중구 문화로 105번길 113","대전광역시 중구 유천동 303-10","매일",36.31721058,127.3954896,"Y","Y"
1124,"육거리종합시장","5일장","충청북도 청주시 상당구 청남로2197번길 42","충청북도 청주시 상당구 석교동 60-4","2일+7일",36.62793779,127.4881837,"Y","Y"
1125,"은척시장","5일장","경상북도 상주시 은척면 봉중1길 16-1","경상북도 상주시 은척면 봉중리383-2","4일+9일",36.53266774,128.0729549,"Y","Y"
1126,"은행나무시장","상설장","서울특별시 금천구 금하로 25길 9 지하1층","서울특별시 금천구 시흥동 828-45","매일",37.45131824,126.9093491,"N","Y"
1127,"은행시장","상설장","경기도 성남시 중원구 산성대로 526","경기도 성남시 중원구 은행2동 1553","매일",37.45758554,127.1644853,"Y","Y"
1128,"음성무극시장","5일장","충청북도 음성군 금왕읍 무극로 308번길 12- 12","충청북도 음성군 금왕읍 무극리 77-17","5일+10일",36.99267767,127.5960038,"Y","Y"
1129,"음성시장","5일장","충청북도 음성군 음성읍 문화1길 14","충청북도 음성군 음성읍 읍내리 249-11","2일+7일",36.93816594,127.6921265,"Y","Y"
1130,"의령시장","5일장","경상남도 의령군 의령읍 의병로18길 13","경상남도 의령군 의령읍 중동리 386-7","3일+8일",35.31851733,128.2606589,"Y","Y"
1131,"의성","5일장","경상북도 의성군 의성읍 전통시장2길 11-9","경상북도 의성군 의성읍 도동리 966","2일+7일",36.346247,128.6991566,"Y","Y"
1132,"의성공설재래시장","5일장","경상북도 의성군 의성읍 전통시장 1길 12-8","경상북도 의성군 의성읍 도동리 758-4","2일+7일",36.34511297,128.6998499,"Y","Y"
1133,"의성영매시장","상설장","경상북도 의성군 의성읍 염매시장길 5","경상북도 의성군 의성읍 후죽리 688","매일",36.35023478,128.6956093,"Y","Y"
1134,"의정부 청과야채시장","상설장","경기도 의정부시 시민로 157번길","경기도 의정부시 의정부동 30-8","매일",37.73855004,127.0527082,"Y","Y"
1135,"의정부시장","상설장","경기도 의정부시 시민로143번길 40","경기도 의정부시 의정부1동 148-5","매일",37.73945051,127.0511829,"Y","Y"
1136,"의정부제일시장","상설장","경기도 의정부시 태평로 73번길 20","경기도 의정부시 의정부동 160","매일",37.74012663,127.0500679,"Y","Y"
1137,"의흥시장","5일장","대구광역시 군위군 의흥면 읍내5길 7","대구광역시 군위군 의흥면 읍내리 594-1","5일+10일",36.17425304,128.716305,"Y","Y"
1138,"이동공설시장","5일장","경상남도 남해군 이동면 무림로 63번길 9","경상남도 남해군 이동면 무림리","5일+10일",34.80114029,127.9538265,"Y","Y"
1139,"이방정기시장","5일장","경상남도 창녕군 이방면 이방대학로35-1","경상남도 창녕군 이방면 거남리 43-5","4일+9일",35.60141193,128.3828417,"Y","Y"
1140,"이서공설시장","5일장","경상북도 청도군 이서면 학산1길51","경상북도 청도군 이서면 학산리 579-2","3일+8일",35.66270714,128.666433,"Y","Y"
1141,"이촌시장","상설장","서울특별시 용산구 이촌로75길 16-9","서울특별시 용산구 이촌동 301-53 이촌종합상가","매일",37.52073939,126.9747838,"Y","Y"
1142,"이태원시장","상설장","서울특별시 용산구 이태원로14길 6","서울특별시 용산구 이태원동 56-9 이태원시장","매일",37.53381836,126.9900484,"Y","N"
1143,"이현시장","상설장","대구광역시 서구 문화로 33길24","대구광역시 서구 평리동 606-8","매일",35.87695054,128.5506362,"Y","N"
1144,"이현종합상가","상설장","경상남도 진주시 신안로 165","경상남도 진주시 이현동 21-3","매일",35.19199129,128.0661334,"Y","Y"
1145,"익산구시장","상설장","전라북도 익산시 인북로8길 22","전라북도 익산시 인화동1가 131-8","매일",35.93153044,126.9523413,"Y","Y"
1146,"익산금마시장","5일장","전라북도 익산시 금마면 고도길 58","전라북도 익산시 금마면 동고도리 701-2","2일+7일",35.99218304,127.0534253,"Y","Y"
1147,"익산남부시장","상설장","전라북도 익산시 평동로11길 12","전라북도 익산시 인화동2가 7","매일",35.93194533,126.9533793,"Y","Y"
1148,"익산장","5일장","전라북도 익산시 인북로 11길 27","전라북도 익산시 남중동 35-9","4일+9일",35.95122845,126.9566254,"Y","Y"
1149,"인동시장","상설장","대전광역시 동구 대전천동로 452","대전광역시 동구 인동 30-2","매일",36.32253186,127.4359134,"Y","Y"
1150,"인동시장","5일장","경상북도 구미시 인동중앙로5길 16-3","경상북도 구미시 황상동 307-7","2일+7일",36.10819769,128.4209296,"Y","Y"
1151,"인제시장","5일장","강원특별자치도 인제군 인제읍 인제로 178번길 14","강원특별자치도 인제군 인제읍 상동리 258-32번지","4일+9일",38.06709944,128.1710768,"Y","Y"
1152,"인천 강남시장","상설장","인천광역시 서구 강남로 14","인천광역시 서구 석남동 454-19","매일",37.51122131,126.6719954,"Y","Y"
1153,"인천 남부 종합시장","상설장","인천광역시 미추홀구 인하로 274-30","인천광역시 미추홀구 주안동 1315-19","매일",37.44737537,126.6783959,"Y","Y"
1154,"인천 석바위 시장","상설장","인천광역시 미추홀구 경인로 485번길 17-1","인천광역시 미추홀구 주안동 922-6","매일",37.46014695,126.6927355,"Y","Y"
1155,"인천 축산물 시장","상설장","인천광역시 서구 가좌로 96번길 35","인천광역시 서구 가좌동 480-19","매일",37.47899257,126.6884571,"Y","Y"
1156,"인천가좌시장","상설장","인천광역시 서구 장고개로337번길18의19","인천광역시 서구 가좌2동 30-48","매일",37.49413933,126.6833977,"Y","N"
1157,"인천모래내전통시장","상설장","인천광역시 남동구 호구포로810번길 42-8","인천광역시 남동구 구월동 1263-5","매일",37.45420055,126.7214912,"Y","Y"
1158,"인천산업용품유통센터","상설장","인천광역시 동구 방축로 83번길 23","인천광역시 동구 송림동 294","매일",37.48482772,126.654796,"Y","Y"
1159,"인천시장","상설장","서울특별시 관악구 남부순환로246나길 14","서울특별시 관악구 봉천동 1636-4","매일",37.47486164,126.9647704,"Y","Y"
1160,"인천종합어시장","상설장","인천광역시 중구 연안부두로 33번길 37","인천광역시 중구 항동7가 27-69","매일",37.45413649,126.6071645,"Y","Y"
1161,"일도전통시장","상설장+5일장","전라남도 무안군 시장길 11-22","전라남도 무안군 일로읍 월암리 111-9","매일+6일",34.84753508,126.4943346,"Y","Y"
1162,"일반성시장","5일장","경상남도 진주시 동부로1993번길 27","경상남도 진주시 일반성면 창촌리 92","3일+8일",35.17122439,128.2822068,"Y","Y"
1163,"일산전통시장","상설장","경기도 고양시 일산서구 일청로 12번길 9","경기도 고양시 일산서구 일산동 617-20","매일",37.68562256,126.7708264,"Y","Y"
1164,"일신시장","상설장","인천광역시 부평구 경인로 1118번길 14-7","인천광역시 부평구 경인로 일신동 107","매일",37.48472019,126.7432795,"Y","Y"
1165,"일죽시장상인회","상설장","경기도 안성시 일죽면 금일로 467 일원","경기도 안성시 일죽면 송천리 15-18","매일",37.09336891,127.4784223,"Y","Y"
1166,"임계사통팔달시장","5일장","강원특별자치도 정선군 송계3길 12","강원특별자치도 정선군 송계리 774-5","5일+10일",37.49511413,128.8525744,"Y","Y"
1167,"임실시장","상설장+5일장","전라북도 임실군 임실읍 운수로 26","전라북도 임실군 임실읍 이도리 233-1","매일+6일",35.61445105,127.2827109,"Y","Y"
1168,"자갈치시장","상설장","부산광역시 중구 자갈치해안로 52번길","부산광역시 중구 남포동4가 37-1","매일",35.09661378,129.0305837,"Y","Y"
1169,"자양전통시장","상설장","서울특별시 광진구 뚝섬로47길 45-2","서울특별시 광진구 자양동 613-11 일원","매일",37.53438238,127.0791889,"Y","Y"
1170,"자유도매시장","상설장","대전광역시 동구 중앙로 200번길 40","대전광역시 동구 원동 64-1","매일",36.32923674,127.4320061,"Y","Y"
1171,"자유상가","상설장","서울특별시 중구 남대문로 36 회현동1가","서울특별시 중구 회현동1가 202-1","매일",37.56095855,126.9797671,"Y","N"
1172,"자인공설시장","5일장","경상북도 경산시 자인면 자인로 206-4","경상북도 경산시 자인면 서부리 254","3일+8일",35.81647867,128.8229713,"Y","Y"
1173,"작전전통시장","상설장","인천광역시 계양구 봉오대로677번길 20","인천광역시 계양구 작전2동 862의1","매일",37.53248718,126.724325,"Y","Y"
1174,"장계시장","5일장","전라북도 장수군 장계면 시장천변길 36","전라북도 장수군 장계면 장계리 464-1","3일+8일",35.72943841,127.5822721,"Y","Y"
1175,"장량성도시장","상설장","경상북도 포항시 북구 용두산길 54","경상북도 포항시 북구 두호동 1079","매일",36.06828032,129.3813722,"Y","N"
1176,"장림골목시장","상설장","부산광역시 사하구 장림시장 5길 95","부산광역시 사하구 장림동 641-268","매일",35.08046852,128.9676774,"N","Y"
1177,"장림시장","상설장","부산광역시 사하구 장림번영로 22","부산광역시 사하구 장림동 792-7","매일",35.08093227,128.9677386,"Y","Y"
1178,"장미원 골목시장","상설장","서울특별시 강북구 삼양로 464","서울특별시 강북구 수유동 316-11","매일",37.64463283,127.0160158,"Y","N"
1179,"장미제일시장","상설장","서울특별시 중랑구 동일로143길 36","서울특별시 중랑구 중화동 309-1","매일",37.60519028,127.0765356,"Y","N"
1180,"장성시장","상설장","부산광역시 금정구 수림로61번길 53","부산광역시 금정구 장전동155-17","매일",35.23744168,129.0855567,"Y","N"
1181,"장수시장","5일장","전라북도 장수군 장수읍 시장로 11","전라북도 장수군 장수읍 장수리 460-2","5일+10일",35.64910245,127.5174723,"Y","Y"
1182,"장승백이전통시장","상설장","인천광역시 남동구 인주대로888번길 35","인천광역시 남동구 만수동 1082-1","매일",37.44656416,126.7352271,"Y","Y"
1183,"장안문거북시장","상설장","경기도 수원시 장안구 수성로382번길 24 영화동","경기도 수원시 장안구 영화동 250-1","매일",37.29314857,127.0139656,"Y","Y"
1184,"장위전통시장","상설장","서울특별시 성북구 장위로 36길 46-1","서울특별시 성북구 장위동 68-225","매일",37.61208772,127.0508053,"Y","Y"
1185,"장유전통시장","5일장","경상남도 김해시 장유로 287-22","경상남도 김해시 무계동 189-3","3일+8일",35.20056852,128.8148083,"Y","Y"
1186,"장전상가시장","상설장","부산광역시 금정구 부산대학로49번길 13","부산광역시 금정구 장전동421-7","매일",35.23084994,129.086107,"Y","N"
1187,"장평시장","상설장+5일장","전라남도 장흥군 장평면 장택길 7","전라남도 장흥군 장평면 양촌리 224","매일+6일",34.77547305,126.977761,"Y","Y"
1188,"장평종합시장","상설장","경상남도 거제시장평로37","경상남도 장평동 56-1","매일",34.89086168,128.6131049,"Y","Y"
1189,"장항전통시장","5일장","충청남도 서천군 장항읍 성화로 104","충청남도 서천군 장항읍 신창리 110","3일+8일",36.01556066,126.6945719,"Y","Y"
1190,"장호원시장번영회","5일장","경기도 이천시 장호원읍 장감로77번길 14","경기도 이천시 장호원읍 오남리 3-1","4일+9일",37.11808847,127.6312509,"Y","Y"
1191,"재송시장","상설장","부산광역시 해운대구 재송1로60번길 16 서해재송아파트","부산광역시 해운대구 재송1동 1080-5","매일",35.18658572,129.1236759,"Y","Y"
1192,"재송한마음시장","상설장","부산광역시 해운대구 재반로 81-20","부산광역시 해운대구 재송동 1089-18","매일",35.18607539,129.1246062,"Y","Y"
1193,"적성전통시장","상설장","경기도 파주시 적성면 칠중2길 19","경기도 파주시 적성면 구읍리 649-14","매일",37.9554549,126.918612,"N","N"
1194,"적성전통시장","5일장","경기도 파주시 적성면 청송로 1023","경기도 파주시 적성면 마지리 46-8","5일+10일",37.9546091,126.9186694,"Y","Y"
1195,"전곡재래시장","상설장","경기도 연천군 전곡읍 전곡로172번길 4-15","경기도 연천군 전곡읍 전곡리 479-30","매일",38.02715987,127.068161,"Y","Y"
1196,"전기재료관","상설장","대구광역시 북구 유흥단지로 38 산격동","대구광역시 북구 산격동 1665","매일",35.9050606,128.6077132,"Y","Y"
1197,"전기조명관","상설장","대구광역시 북구 유통단지로50","대구광역시 북구 산격2동 1666","매일",35.90569603,128.6082752,"Y","Y"
1198,"전남 여수시(주)서시장","상설장","전라남도 여수시 좌수영로 16-6","전라남도 여수시 서교동 280","매일",34.74179248,127.7286157,"Y","Y"
1199,"전남고흥전통시장","5일장","전라남도 고흥군 고흥읍 시장길 1","전라남도 고흥군 고흥읍 남계리 628","4일+9일",34.60835694,127.2866005,"Y","Y"
1200,"전의왕의물시장","5일장","세종특별자치시 전의면 장터길33","세종특별자치시 전의면 읍내리 236-2 전의시장고객편의시설","2일+7일",36.67774034,127.2058789,"Y","Y"
1201,"전자상가","상설장","대구광역시 북구 유통단지로25","대구광역시 북구 산격동 1626","매일",35.90545705,128.604982,"Y","Y"
1202,"전주 남부시장","상설장","전라북도 전주시 완산구 풍남문1길 19-3","전라북도 전주시 완산구 전동 295-4","매일",35.81278642,127.1475371,"Y","Y"
1203,"전주모래내시장","상설장","전라북도 전주시 덕진구 모래내4길 8-8","전라북도 전주시 덕진구 인후동2가 203-10","매일",35.83356733,127.1438722,"Y","Y"
1204,"전주신중앙시장","상설장","전라북도 전주시 완산구 태평5길 33","전라북도 전주시 완산구 태평동 43","매일",35.82412315,127.1434822,"Y","Y"
1205,"전주중앙상가","상설장","전라북도 전주시 완산구 태평3길 70","전라북도 전주시 완산구 태평동 36-1","매일",35.82522552,127.1424578,"Y","Y"
1206,"전통로타리시장","상설장","서울특별시 동대문구 전농로 15길 7","서울특별시 동대문구 전농동 295-52","매일",37.57814435,127.0570279,"Y","N"
1207,"전통중앙도매상가","상설장","대전광역시 동구 대전로 785","대전광역시 동구 원동 20-49","매일",36.32982636,127.4337041,"Y","Y"
1208,"전포놀이터시장","상설장","부산광역시 부산진구 전포대로 256번길 109","부산광역시 부산진구 전포동197-6","매일",35.15899025,129.0670092,"Y","N"
1209,"전하시장","상설장","울산광역시 동구 녹수7길 32(전하동)","울산광역시 동구 전하동 450-32","매일",35.5137806,129.430723,"Y","Y"
